SMILES,CID
CC(C)OC(=O)OOC(=O)OC(C)C,7769
Cc1ccc(O)c(C)c1,7771
CCC(=O)OCCC(C)C,7772
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,7773
CCCCOC(=O)\C=C\C(=O)OCCCC,5271570
CCCCOC(=O)\C=C/C(=O)OCCCC,5271569
CN(CCCN)CCCN,7777
CC(=O)OC/C=C(C)/CCC=C(C)C,1549026
O=C1CCCCCCCCCCCC(=O)OCCO1,61014
CCCCOC(=O)CCCCC(=O)OCCCC,7784
CC/C=C/C(CC/C=C\C\C=C/CC(C)C1=C(O)C(=O)C=CC1=O)OC,6442913
CCOc1ccc(cc1)[Si](C)(C)CCCc2ccc(F)c(Oc3ccccc3)c2,92430
CCC(C)(C)OOC(C)(C)CC,25320
Oc1c(cccc1[N+]([O-])=O)C(=O)Nc2ccc(Br)cc2,82691
Oc1c(cccc1[N+]([O-])=O)C(=O)Nc2ccc(I)cc2,82692
Nc1ccc(N=Nc2cccc(c2)N=Nc3ccc(N)cc3N)c(N)c1,13981
CC(O)CCC1CCCCC1,112065
COc1ccc(CCNCCC(=O)N2CCCSc3ccccc23)cc1OC.OC(=O)\C=C\C(O)=O,6438134
CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,2733526
CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,66347
[O-][N+](=O)[N+]([O-])=O,25352
CCO[P](=S)(OCC)SC[S](=O)C(C)(C)C,25355
c1ccc2c(c1)cc3ccccc3c2c4c5ccccc5cc6ccccc46,66105
[H+].[Cl-].CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12,13985
C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)OCC#C,92431
COC(=O)[C@H]1O[C@H]1c2ccc(OC)cc2,60016
Oc1ccc2CC(C3CC3)N4CCC56C(Oc1c25)c7[nH]c8C9Oc%10c(O)ccc%11CC(C%12CC%12)N%13CCC9(c%10%11)C(O)(C%13)Cc8c7CC6(O)C4,3034416
NCCCNCCNCCCN,25378
CN(C)CCCNCCCN,82728
CCCC(CC)(CCC)C(=O)NC,213036
CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,6451139
C[NH+]1CC[C@H]([C@H](CO)C1)c2ccc(F)cc2,7016838
ClCc1sc(Cl)nc1,2763179
[O-][N+](=O)NC1=NCCN1Cc2sc(Cl)nc2,184601
[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,25408
C[C@H]1[C@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CCC1=C,441686
CN(C(=S)SSC(=S)N(C)c1ccccc1)c2ccccc2,82747
CC(=C)C(=O)OCCOc1ccccc1,66357
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,160947
CC(=C)C(=O)OCC[S](O)(=O)=O,74543
NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(O)=O,60063
[H+].[Cl-].NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(O)=O,60062
CC(C)O[P](=O)(OC(C)C)C(Cl)(Cl)[P](=O)(OC(C)C)OC(C)C,4193748
NCl,25423
O=C1CCCCCCCCCCCCCCO1,235414
CCCCCCC(O)CCCCCCCCCCC(O)=O,7789
CCCCCCC(O)CCCCCCCCCCC(=O)NCCO,97916
CCCCC(CC)CNCC(CC)CCCC,7791
CC(C)CCCC(C)CCO,7792
C[C@@H](CCO)CCC=C(C)C,101977
C[C@H](CCC=C(C)C)CC=O,75427
CC(C)=CCC\C(C)=C\CO,637566
CC(C)=CCC\C(C)=C/CO,643820
CC(C)=CCC\C(C)=C/C=O,643779
CCCC(=O)OCCC(C)C,7795
CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,445070
CCCC(=O)OC/C=C(C)/CCC=C(C)C,5355856
Oc1ccc(O)cc1.O=C2C=CC(=O)C=C2,7801
Brc1ccc(Br)cc1,7804
Nc1ccc(Br)cc1,7807
Oc1ccc(Br)cc1,7808
Cc1ccc(C)cc1,7809
Cc1ccc(Cl)cc1,7810
Cc1ccc(O)cc1,2879
Clc1ccc(Cl)cc1,4685
Nc1ccc(Cl)cc1,7812
Oc1ccc(Cl)cc1,4684
Cc1ccc(N)cc1,7813
Nc1ccc(N)cc1,7814
O=C1C=CC(=O)C=C1,4650
CN1CCC(O)CC1,66048
Sc1ccc(Cl)cc1,7815
O=C1CNC(=O)CN1,7817
CN1CCN(C)CC1,7818
CC(C)COC(=O)C=C,7819
COC(=O)CCC(=O)OC,7820
CCCCCC(=O)CC,246728
OCCCCC(O)CO,7823
CC(CCC=C(C)C)C=O,61016
ClC(=O)OCCOCCOC(Cl)=O,7828
COC(=O)CCCCCCCCC(=O)OC,7829
CCC1CO1,7834
ClCC1CO1,7835
CC(=C)C(=O)OCC1CO1,7837
C=CCOCC1CO1,7838
BrCCBr,7839
CCCBr,7840
BrCC=C,7841
BrCC#C,7842
CCCC,7843
CCC=C,7844
C=CC=C,7845
COc1nc(C)nc(n1)N(C)C(=O)N[S](=O)(=O)c2ccccc2C(O)=O,91772
COC(=O)Nc1[nH]c2ccccc2n1,25429
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,86261
CSc1cc(SC)c(N)c(C)c1N,86262
[Na+].C[O-].COC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N.Cc2cc(N)ccc2N=Nc3ccc(N)cc3,23674309
[Na+].C[O-].COC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N.Nc2ccc(N)cc2,23674311
[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,14012
[NH4+].[NH4+].[Zn++].[Zn++].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,162438
[Li+].C[Si](C)(C)[O-],74821
NC[P](O)(O)=O,14017
OC[P](=O)(CO)CO,70598
CCC[Si](OC)(OC)OC,61254
O(|[Sn](CCC)(CCC)CCC)|[Sn](CCC)(CCC)CCC,16682947
COCCO[Si](OCCOC)(OCCOC)C=C,14025
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,6450826
[Nd+3].CC(C)(C)CCCCCC([O-])=O.CC(C)(C)CCCCCC([O-])=O.CC(C)(C)CCCCCC([O-])=O,176033
CC(C)(O)C(=O)c1ccc(OCCO)cc1,86266
CCCCCCCC[P](=O)(OCC)OCC,70604
CCOC(=O)C(NC(C)=O)C(=O)OCC,14041
[Na+].CCCC(CCC)C([O-])=O,16760703
CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)N(C)C(C)(C)C2)C1=O,86098
CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)N(C(C)=O)C(C)(C)C2)C1=O,3034263
[O-][N+](=O)c1ccc(N[S](=O)(=O)c2ccc(Cl)c(c2)C(F)(F)F)c(Cl)c1,86268
CCCCN(C1CC(C)(C)N(C)C(C)(C)C1)c2nc(NCCCN(CCN(CCCNc3nc(nc(n3)N(CCCC)C4CC(C)(C)N(C)C(C)(C)C4)N(CCCC)C5CC(C)(C)N(C)C(C)(C)C5)c6nc(nc(n6)N(CCCC)C7CC(C)(C)N(C)C(C)(C)C7)N(CCCC)C8CC(C)(C)N(C)C(C)(C)C8)c9nc(nc(n9)N(CCCC)C%10CC(C)(C)N(C)C(C)(C)C%10)N(CCCC)C%11CC(C)(C)N(C)C(C)(C)C%11)nc(n2)N(CCCC)C%12CC(C)(C)N(C)C(C)(C)C%12,163763
C=CC=O,7847
CCCS,7848
ClCCBr,7849
ClCC=C,7850
ClCCCl,11
OCCCl,34
CC(C)I,6362
CCCN,7852
NCC=C,7853
CCC#N,7854
C=CC#N,7855
ClCC#N,7856
NCCN,3301
OCC=C,7858
OCC#C,7859
ClCC=O,33
OCCO,174
O=CC=O,7860
COC=C,7861
CC[Hg]Cl,7862
C/C=N/O,5324279
COC=O,7865
NCC[S](O)(=O)=O,1123
OCC[S](O)(=O)=O,7866
CC(O)CC(C)(C)O,7870
C[N+](C)(C)CC([O-])=O,247
CC(C)O[P](C)(F)=O,7871
CC(C)(C)CC(C)(C)N,61017
C[Si](C)(C)O[Si](C)(C)C,24764
CC(C)(C)SC(C)(C)C,7872
CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,7873
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,24705
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,7875
CC(C)CC(C)(O)C#C,61018
CC(C)O[P](S)(=S)OC(C)C,7876
CC(C)(C)NC(=O)C=C,7877
CC(C)(C)OC(=O)CCl,66052
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,7879
CC(CCO)CCCC(C)(C)O,249494
CC(CCCC(C)(C)O)CC=O,7888
CC(Br)CCBr,7889
CC(C)CCBr,7891
CC(C)CCN,7894
CC(C)=CC=O,61020
CCCC(C)=O,7895
CC(O)CCO,7896
NC(=O)CC#N,7898
CCCC(O)=O,264
C/C=C/C(O)=O,637090
OC(=O)CCCl,7899
NCCC(O)=O,239
OC(=O)CCS,6514
COCC(C)O,7900
[Ti+4].CCCCC(CC)C[O-].CCCCC(CC)C[O-].CCCCC(CC)C[O-].CCCCC(CC)C[O-],101956
C=CC(=O)OCCCCOC(=O)C=C,70613
CC(C)(C)CC(O)=O,14057
[Zr].CCCCO,23496336
OC(=O)CNC[P](O)(O)=O,3496
NNC(=O)CCCCC(=O)NN,66117
CCSCCS[P](=S)(OC)OC.CC(C)[C@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,184788
O=[S]1(=O)OCCO1,14075
CCc1[nH]ccn1,66130
C=Cn1ccnc1,66171
Cn1cc(C)cn1,136836
CC1CNC(=O)O1,136837
S=C1NNC(=S)S1,2723630
Nc1ccc(Br)cn1,70622
OC(=O)c1cc(ccc1NCCCc2ccccc2)[N+]([O-])=O,4549
O=[S]1(=O)OCCCO1,70623
[H+].[Cl-].NNc1ccc(Cl)cc1,71600
Cc1cc(Br)c(C)cc1Br,66175
[K+].O=C1[N-]C(=O)c2ccccc12,3356745
CC1(C)CCC(C)(C)c2cc3cc(ccc3cc12)c4ccc(cc4)C(O)=O,119342
O=C1CC2(CCCC2)CC(=O)N1,136843
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn2cncn2,86102
[NH4+].Nc1cc(Cl)cc(C([O-])=O)c1Cl,14102
OC(=O)C1CCC(CC1)C(O)=O,14106
CC(CC(C)(C)C)C[P](S)(=S)CC(C)CC(C)(C)C,163778
OC(=O)CCCCC1CCSS1,864
COc1ccc2C(=O)CCCc2c1,14112
C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,60198
CNC(=O)Oc1cccc2sccc12,14119
ClP(c1ccccc1)c2ccccc2,66180
CO[P](=S)(OC)SCc1nc(N)nc(N)n1.ClC2C(Cl)C(Cl)C(Cl)C(Cl)C2Cl,147144
CN(C)CCO,7902
CCC[N+]([O-])=O,7903
CC(=O)OC=C,7904
CC(C)CC(C)=O,7909
CC(C)CC(C)O,7910
CC(O)CN(C)C,37511
CC(C)NC(C)C,7912
NC(=O)NC(N)=O,7913
CC(C)OC(C)C,7914
CC(C)OC(C)=O,7915
CC(=C)OC(C)=O,7916
CC(=O)OC(C)=O,7918
CC1=NNC(=O)C1,7920
O=C1CCC(=O)O1,7922
O=C1OC(=O)C=C1,7923
CC1COC(=O)O1,7924
Cc1cccc(C)c1,7929
Cc1cccc(O)c1,342
Cc1cccc(S)c1,7930
Nc1cccc(Cl)c1,7932
Oc1cccc(Cl)c1,7933
Cc1cccc(N)c1,7934
Nc1cccc(N)c1,7935
Oc1cccc(O)c1,5054
Cc1cccc(C)n1,7937
COC(=O)CC(=O)OC,7943
CC(CCl)OC(C)CCl,7944
CC1OC(C)OC(C)OC(C)O1,61021
CCCCCCC(C)OC(=O)CCCCC(=O)OC(C)CCCCCC,61022
COCC(C)OC(C)=O,7946
Cc1cc(C)cc(C)c1,7947
Cc1cc(C)cc(O)c1,7948
Cc1cc(C)cc(N)c1,7949
Clc1cc(Cl)cc(Cl)c1,7950
Nc1cc(N)cc(N)c1,66952
Oc1cc(O)cc(O)c1,359
CN1CN(C)CN(C)C1,7952
Cc1cc(C)nc(C)c1,7953
Clc1nc(Cl)nc(Cl)n1,7954
Nc1nc(N)nc(N)n1,7955
O=C1NC(=O)NC(=O)N1,7956
CC(C)CC(=O)CC(C)C,7958
CC(C)CC(C)OC(C)=O,7959
BrC1CCCCC1,7960
Brc1ccccc1,7961
CC1CCCCC1,7962
Cc1ccccc1,1140
Cc1ccncc1,7963
Clc1ccccc1,7964
NC1CCCCC1,7965
OC1CCCCC1,7966
O=C1CCCCC1,7967
Oc1ccccc1,996
Sc1ccccc1,7969
Cc1cccnc1,7970
COc1cc(\C=C\C(C)=O)ccc1O,5354238
CCO[P](=O)(Cc1ccccc1)OCC,14122
s1cccc1c2sc(cc2)c3sccc3,65067
NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,3526
CCC(C)CC(CC)C(CC)CCOC(C)=O,22833468
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,14145
Clc1nc(Cl)c(C#N)c(c2ccccc2)c1C#N,14146
C=CCOC(=O)c1cccc(c1)C(=O)OCC=C,66183
[Na+].C[S](=O)(=O)[N-]C(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,60267
C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@H]2O,235672
Oc1cccnc1,7971
CN1CCNCC1,53167
CN1CCOCC1,7972
Cc1ccccn1,7975
CC1CNCCN1,66057
Clc1ccccn1,7977
O=C1COCCN1,66953
Nc1ncccn1,7978
CC(C)C(=O)OOC(C)(C)C,61023
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,7979
CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,7980
CCCCOC(=O)CCC,7983
CCCCOC(=O)CCCCCCCCC=C,61027
CCCCNC(=S)NCCCC,2723622
CC(=O)CCC=C,7989
CCCCC(O)=O,7991
CC(C)COC=C,7992
CN(C)CCCN,7993
NC(=S)NCC=C,1549517
CC(C)OCCO,7996
CCCOC(C)=O,7997
CCCOC(Cl)=O,7998
BrCCCBr,8001
CCCCBr,8002
CCCCC,8003
CC\C=C/C,5326160
CCCCCl,8005
ClCCCBr,8006
CCCCN,8007
CCCC#N,8008
C=CCC#N,8009
NCCCN,428
N#CCC#N,8010
OCCC#N,8011
CCCCS,8012
CNCCO,8016
NNCCO,8017
COCCN,8018
COCCO,8019
COCOC,8020
[Mg++].C[O-].C[O-],164537
CCNCC,8021
CCOC=C,8023
CCOC=O,8025
[nH]1cccc1,8027
C1CCOC1,8028
C[C@@H](CCCC(C)(C)O)c1ccc(C)cc1O,184024
COC1=CCC2=C(CC[C@@H]3[C@@H]2CC[C@]4(C)[C@@H](O)CC[C@@H]34)C1,101963
C\C(=N/NC(=O)Nc1cc(F)cc(F)c1)c2ncccc2C(O)=O,6125184
Oc1ccc2ccccc2c1Cc3c(O)ccc4ccccc34,14187
[H+].[Cl-].CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,66069
CC1(C)C[C@H]2C=C(C=O)[C@]3(C[C@@]3(C)[C@H]2C1)C=O,163806
o1cccc1,8029
C1CCSC1,1127
s1cccc1,8030
CC(C)(O)CCC(C)(C)O,8031
CC(C)(C)OOC(C)(C)C,8033
CC(C)(C)SSC(C)(C)C,66060
CC(C)CCC(C)=O,8034
CC(=O)CCC(C)=O,8035
OC(=O)CCC(O)=O,1110
OC(=O)\C=C\C(O)=O,444972
CN(C)CCN(C)C,8037
CC(C)COC(C)=O,8038
NC(=O)NNC(N)=O,8039
C=CC(=O)NCNC(=O)C=C,8041
CCCCCCCCCCCCCC(=O)OC(C)C,8042
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,8044
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,8046
CCCCCCCCCC(=O)OCC,8048
CCOC(=O)CCCCCCCCC(=O)OCC,8049
CCCCCCCCCC(C)C=O,61031
CCCCCC(C)=O,8051
C/C=C/C=C/C(O)=O,643460
CC(C)CCON=O,8053
CC(C)OCCC#N,66969
COCCOC(C)=O,8054
[Zn++].CCCCOC([S-])=S.CCCCOC([S-])=S,9019
BrCCCCBr,8056
CCCCCC,8058
ClCCCCCl,8059
CCCCCN,8060
CCCCC#N,8061
NCCCCN,1045
N#CCCC#N,8062
CCCCC=O,8063
OCCCCO,8064
OC\C=C/CO,643790
OCC#CCO,8066
COCCOC,8071
CCNCCO,8072
ClCCOC=C,8074
CCOCC[NH3+],6997279
CCSCCO,8075
CCOCCO,8076
CCSSCC,8077
C1CCCCC1,8078
C1CCC=CC1,8079
C1CNCCN1,4837
c1ccncc1,1049
C1COC=CC1,8080
C1OCOCO1,8081
C1CCNCC1,8082
C1COCCN1,8083
CC(C)=CCCC(C)=O,9862
OC(=O)CCCC(O)=O,743
C[NH+](C)CCC[NH+](C)C,6950145
CC[C@H](C)[NH2+][C@H](C)CC,1550465
CC(O)CNCC(C)O,8086
CC(O)COCC(C)O,8087
OC(=O)COCC(O)=O,8088
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,70671
C[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]2CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@H]4[C@H](O[C@H](C(O)=O)[C@@](C)(O)[C@@H]4OC(N)=O)O[P](O)(=O)OC[C@@H](OC\C=C(C)\CC\C=C\C(C)(C)CCC(=C)C\C=C(C)\CCC=C(C)C)C(O)=O)[C@H](NC(C)=O)[C@@H](O)[C@@H]1O[C@@H]5O[C@@H]([C@H](O)[C@H](O)[C@H]5O)C(=O)NC6=C(O)CCC6=O,11953887
CC#Cc1cc(C)nc(Nc2ccccc2)n1,86296
CC1CC[C@@]2(OC1)O[C@H]3[C@@H](O)[C@H]4[C@@H]5CC[C@H]6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H]%10O)[C@H](O)[C@H]7O)[C@H](O)C[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,439305
CCCCCCCCCCCCCCCCOCC(O)CN(CCO)C(=O)CCCCCCCCCCCCCCC,3082568
COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,5463781
CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,113646
CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(N)=O)NCC(N)C(N)=O)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]3O)c4[nH]cnc4)C(=O)NCCc5scc(n5)c6scc(n6)C(=O)NCCC[S+](C)C.O[S]([O-])(=O)=O,72466
[Zn++].CCCC(C)C(CCC)C(C)Cc1ccc(O[P]([S-])(=S)Oc2ccc(CC(C)C(CCC)C(C)CCC)cc2)cc1.CCCC(C)C(CCC)C(C)Cc3ccc(O[P]([S-])(=S)Oc4ccc(CC(C)C(CCC)C(C)CCC)cc4)cc3,22833431
CC1Cc2c3C(C)Cc3c4C(C)C5(CC5C)c4c2[S](=O)(=O)O1,3032568
[Na+].[Na+].[Na+].CCCCCCCCCCCCc1ccc(cc1)[S]([O-])(=O)=O.CCCCCCCCCCCCc2cccc(c2)[S]([O-])(=O)=O.CCCCCCCCCCCCc3ccccc3[S]([O-])(=O)=O,25458
CC12CCCC=C1C(=O)OC2=O,3033842
N[C@H](CCC(O)=O)C([O-])=O,104813
CC(C)CCCC=C,21122
CC(C)C(=O)[C@@]12C(=O)C(=C(O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O)CC=C(C)C,441298
[O-]C(=O)c1cc(F)c(F)cc1Cl,6933326
CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,86306
CCCCCCCCCc1ccc(OCCO)cc1.II,61533
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,38018
C[S](=O)(=O)c1ccc(C(O)=O)c(c1)[N+]([O-])=O,184292
Clc1cccc(c1Cl)c2ccc(Cl)c(Cl)c2Cl,40470
[NH4+].O.[O--].[Mo],3084102
CCO[Si](OCC)(OCC)OCC,6517
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,8089
CCCCCCCC\C=C/CCCCCCCC(=O)NCC(C)O,6436066
CCCCCCCC(=O)OC,8091
CCCCCCC(C)=O,8093
CCCCCCC(O)=O,8094
CCOCCOC(C)=O,8095
OC(=O)CCSCCC(O)=O,8096
CN(C)CCCCCCN(C)C,8097
OC(=O)CCCCCCCCC(O)=O,5192
CC(=O)OCCOCCOCCOC(C)=O,8098
CCCCCCBr,8101
CCCCCCN,8102
CCCCCCO,8103
OCCCCCO,8105
O=CCCCC=O,3485
CCCCCCS,8106
CCCCOC=C,8108
CCCCN=C=O,8110
NCCNCCN,8111
NCCNCCO,8112
OCCNCCO,8113
ClCCOCCCl,8115
OCCOCCO,8117
CCCSCCC,8118
OCCSCCO,5447
C1CCCNCC1,8119
[Na+].[Na+].[S-]C(=S)NCCNC([S-])=S,3032297
CC(=O)OCCOC(C)=O,8121
CCCCCCCC(Cl)=O,8124
CCCCCCCC,356
CCCCCCC=C,8125
CCCCC\C=C/C,5356796
CCCCCCCN,8127
N#CCCCCC#N,8128
CCCCCCCO,8129
CCCCCCC=O,8130
CCCCNCCO,8132
CCCCOCCO,8133
COCCOCCO,8134
C\1C\C=C/CC\C=C1,82916
CCCCCCC#CC(=O)OC,8137
COC(=O)CCCCCCCCC=C,8138
CCCCCCCCCCCC(=O)OC,8139
CCCCCCCCBr,8140
CCCCCCCCC,8141
CCCCCCCCCl,8142
CCCCCCCCN,8143
CCCCCCCCO,957
CCCCCCCCS,8144
CCOCCOCCO,8146
ClCCOCOCCCl,8147
CCCCNCCCC,8148
N#CCCNCCC#N,8149
COCCOCCOC,8150
N#CCCSCCC#N,8151
[OH-].[K+].[Zn++].[Zn++].[O-][Cr]([O-])(=O)=O.[O-][Cr]([O-])(=O)=O,25466
CC(=C)[C@@H]1CC[C@]1(C)CCO.CC2(C)CCCC(/C2)=C/CO.CC3(C)CCCC(/C3)=C\C=O,6449788
[Cu+].[S-]C#N,61264
[NH4+].O.NC([O-])=O,14206
[OH-].[OH-].[OH-].[Fe+3],73964
NC(C=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(C(O)=O)C(=O)NC2=O,3084093
CO[Si](C)(C)OC,66187
C=C[Si](C=C)(C=C)C=C,66188
[NH4+].[NH4+].[O-][W]([O-])(=O)=O,3084095
Clc1cc(Cl)c(cc1Cl)c2c(Cl)c(Cl)c(c(Cl)c2Cl)c3c(Cl)cc(Cl)c(Cl)c3Cl,25472
[K+].[K+].[O-]C(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,25473
Clc1cc(Cl)c(Cl)c(c1)c2cc(Cl)c(c3cc(Cl)c(Cl)c(Cl)c3)c(Cl)c2Cl,25475
CNC(=O)CS[P](=O)(OC)OC,14210
CCC[S](=O)(=O)\C=C/[S](=O)(=O)CCC,5356922
[NH4+].[NH4+].[O-]C(=O)C([O-])=O,14213
CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(O)=O)n1,86304
CCCCOCCOCCOCc1cc2OCOc2cc1CCC.CC(C)=CC3C(C(=O)OCc4coc(Cc5ccccc5)c4)C3(C)C,183267
O.O.O.O.[Na].OOB=O,6335821
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,3015053
CCCCN(CC)C(=O)SCCC,14215
CCCCCCCC(O)=O.OCC(O)CO,165921
COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C,5281303
CO[Si](CC(C)C)(OC)C(C)C,86305
[Na+].[Na+].[Na+].[Na+].OC(C(OC(CC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O,119578
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CC(OC(C(OC(CC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O,119580
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C.O[S](=O)(=O)c3ccccc3,60496
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCCON=C(C)C,86122
CC(C)(CO)COC(=O)C(C)(C)CO,14218
CCOC(=O)CC(C(C)=O)C(=O)OCC,66197
[H+].[Cl-].CN(C)C(=N)N=C(N)N,14219
OCCN(CCO)N=O,14223
CCCCCCCCN(CCCCCCCC)CCCCCCCC,14227
[NH4+].[Fe+3].[O-]C(=O)CN(CCCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,159534
CCOC(=O)\C=C\N(C)C,5369162
CCCCCCC(O)CO,14231
CC(=O)OC(C)(C)CCCC(=C)C=C,14235
CC(=O)CC(=O)OCC=C,70701
CCCCCCCC(=O)N(C)C,14240
Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3,9576412
C[C@@H](C[C@H](c1cc(C2CCCCC2)c(O)cc1C)c3cc(C4CCCCC4)c(O)cc3C)c5cc(C6CCCCC6)c(O)cc5C,3086542
CC(C)(COCc1cccc(Oc2ccccc2)c1)c3ccc(OC(F)(F)Br)cc3,10140464
COC(=O)CCCC(=O)OC,14242
CCC/C=C/C(C)=O,5364578
OC(=O)CCCCCl,14244
CCCCCCCCCCCCCCCCCC(=O)OCCCl,70707
[Br-].CCCCCCCCCCCC[N+](C)(C)C,14249
[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,14250
Clc1ccc(CN2CCSC2=NC#N)cn1,115224
COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1,73281
[Cl-].CCCCCCCCCCCC[N+](C)(C)C,8152
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C,8154
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,8155
CCCCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl,8157
CCCCCCCCC(O)=O,8158
CCCCOCCOC(C)=O,8160
CCCCCCCC\C=C/CCCCCCCC(=O)OC(C)C,5356108
CCCCCCCCCC(C)=O,8163
CCCCCCCCCC(Cl)=O,66982
